search_term,title,url,asin,price,price_strikethrough,currency,rating,reviews_count,image_url,sales_volume,is_amazons_choice,is_sponsored,shipping_information
phones,"SAMSUNG Galaxy A16 5G A Series Cell Phone, Unlocked Android Smartphone, Large AMOLED Display, Durable Design, Super Fast Charging, Expandable Storage, US Version, 2025, Blue Black",https://www.amazon.com/SAMSUNG-Unlocked-Smartphone-Charging-Expandable/dp/B0DLHNWHRF/ref=sr_1_3?dib=eyJ2IjoiMSJ9.gv4bjneIp8E5hx8sGN6WUMXc7K-gB4K-h6vjcXbKtnvkMhXNzXQSlDXXKUoMy05sqrFlYzQfMtqnU4l8j-dMNu-OQr1A6ryf_Bf7-eZX532ycuYg7blYBakGn5_HzRIueEBJGwDxmwgbPIyiWQVeqaSwRoZNWtbrBXNBeGv_NJidMUVq6gTLBBJPRzwbVNhcaVxf1-ee2DrSw8lr8Fm5CYp4akg7-Q9Azh5mGswKJb0.dKe_C2krGgViXlZoV6Rq8woFopValvwPApnm9wG9oqY&dib_tag=se&keywords=phones&qid=1746659421&sr=8-3,B0DLHNWHRF,177.99,199.99,USD,4.2,495,https://m.media-amazon.com/images/I/71KGkQ+KOKL._AC_UY218_.jpg,3K+ bought in past month,False,False,"FREE delivery Tue, May 13 Or fastest delivery Sat, May 10"
phones,"SAMSUNG Galaxy S21 Ultra 5G, US Version, 128GB, Phantom Black - Unlocked (Renewed)",https://www.amazon.com/Galaxy-S21-Ultra-5G-Smartphone/dp/B096T6Y623/ref=sr_1_4?dib=eyJ2IjoiMSJ9.gv4bjneIp8E5hx8sGN6WUMXc7K-gB4K-h6vjcXbKtnvkMhXNzXQSlDXXKUoMy05sqrFlYzQfMtqnU4l8j-dMNu-OQr1A6ryf_Bf7-eZX532ycuYg7blYBakGn5_HzRIueEBJGwDxmwgbPIyiWQVeqaSwRoZNWtbrBXNBeGv_NJidMUVq6gTLBBJPRzwbVNhcaVxf1-ee2DrSw8lr8Fm5CYp4akg7-Q9Azh5mGswKJb0.dKe_C2krGgViXlZoV6Rq8woFopValvwPApnm9wG9oqY&dib_tag=se&keywords=phones&qid=1746659421&sr=8-4,B096T6Y623,276.0,,USD,3.8,3167,https://m.media-amazon.com/images/I/71A87GtJnoL._AC_UY218_.jpg,2K+ bought in past month,False,False,"FREE delivery Fri, May 9"
phones,"Panasonic Cordless Phone with Answering Machine, Advanced Call Block, Bilingual Caller ID and Easy to Read High-Contrast Display, Expandable System with 2 Handsets - KX-TGD832M (Metallic Black)",https://www.amazon.com/Panasonic-Answering-Bilingual-High-Contrast-Expandable/dp/B0BZG14KFJ/ref=sr_1_5?dib=eyJ2IjoiMSJ9.gv4bjneIp8E5hx8sGN6WUMXc7K-gB4K-h6vjcXbKtnvkMhXNzXQSlDXXKUoMy05sqrFlYzQfMtqnU4l8j-dMNu-OQr1A6ryf_Bf7-eZX532ycuYg7blYBakGn5_HzRIueEBJGwDxmwgbPIyiWQVeqaSwRoZNWtbrBXNBeGv_NJidMUVq6gTLBBJPRzwbVNhcaVxf1-ee2DrSw8lr8Fm5CYp4akg7-Q9Azh5mGswKJb0.dKe_C2krGgViXlZoV6Rq8woFopValvwPApnm9wG9oqY&dib_tag=se&keywords=phones&qid=1746659421&sr=8-5,B0BZG14KFJ,59.99,,USD,4.3,5651,https://m.media-amazon.com/images/I/81nkYlfA5ZL._AC_UY218_.jpg,2K+ bought in past month,False,False,"FREE delivery Mon, May 12 Or fastest delivery Fri, May 9"
phones,Moto G - 2025 | Unlocked | Made for US 4/128GB | 50MP Camera | Forest Gray,https://www.amazon.com/Moto-Unlocked-128GB-Camera-Forest/dp/B0DNRK51QQ/ref=sr_1_6?dib=eyJ2IjoiMSJ9.gv4bjneIp8E5hx8sGN6WUMXc7K-gB4K-h6vjcXbKtnvkMhXNzXQSlDXXKUoMy05sqrFlYzQfMtqnU4l8j-dMNu-OQr1A6ryf_Bf7-eZX532ycuYg7blYBakGn5_HzRIueEBJGwDxmwgbPIyiWQVeqaSwRoZNWtbrBXNBeGv_NJidMUVq6gTLBBJPRzwbVNhcaVxf1-ee2DrSw8lr8Fm5CYp4akg7-Q9Azh5mGswKJb0.dKe_C2krGgViXlZoV6Rq8woFopValvwPApnm9wG9oqY&dib_tag=se&keywords=phones&qid=1746659421&sr=8-6,B0DNRK51QQ,199.99,,USD,4.4,116,https://m.media-amazon.com/images/I/8160OiLlJEL._AC_UY218_.jpg,2K+ bought in past month,True,False,"FREE delivery Mon, May 12 Or fastest delivery Fri, May 9"
phones,"SAMSUNG Galaxy A36 5G A Series Cell Phone, 128GB Unlocked Android Smartphone, AMOLED Display, Rugged Design, US Version, 2025, US 1 Yr Manufacturer Warranty, Awesome Lavender",https://www.amazon.com/A36-Unlocked-Smartphone-Manufacturer-Warranty/dp/B0DXHKH86B/ref=sr_1_7?dib=eyJ2IjoiMSJ9.gv4bjneIp8E5hx8sGN6WUMXc7K-gB4K-h6vjcXbKtnvkMhXNzXQSlDXXKUoMy05sqrFlYzQfMtqnU4l8j-dMNu-OQr1A6ryf_Bf7-eZX532ycuYg7blYBakGn5_HzRIueEBJGwDxmwgbPIyiWQVeqaSwRoZNWtbrBXNBeGv_NJidMUVq6gTLBBJPRzwbVNhcaVxf1-ee2DrSw8lr8Fm5CYp4akg7-Q9Azh5mGswKJb0.dKe_C2krGgViXlZoV6Rq8woFopValvwPApnm9wG9oqY&dib_tag=se&keywords=phones&qid=1746659421&sr=8-7,B0DXHKH86B,372.73,399.99,USD,4.4,45,https://m.media-amazon.com/images/I/612jJWCgFcL._AC_UY218_.jpg,500+ bought in past month,False,False,"FREE delivery Mon, May 12 Or fastest delivery Fri, May 9"
phones,Samsung Galaxy A05 A055M 64GB Dual-SIM GSM Unlocked Android Smartphone (Latin America Version) - Silver,https://www.amazon.com/Samsung-SM-A055M-DS-Unlocked-International/dp/B0CRWKNP7S/ref=sr_1_8?dib=eyJ2IjoiMSJ9.gv4bjneIp8E5hx8sGN6WUMXc7K-gB4K-h6vjcXbKtnvkMhXNzXQSlDXXKUoMy05sqrFlYzQfMtqnU4l8j-dMNu-OQr1A6ryf_Bf7-eZX532ycuYg7blYBakGn5_HzRIueEBJGwDxmwgbPIyiWQVeqaSwRoZNWtbrBXNBeGv_NJidMUVq6gTLBBJPRzwbVNhcaVxf1-ee2DrSw8lr8Fm5CYp4akg7-Q9Azh5mGswKJb0.dKe_C2krGgViXlZoV6Rq8woFopValvwPApnm9wG9oqY&dib_tag=se&keywords=phones&qid=1746659421&sr=8-8,B0CRWKNP7S,99.99,,USD,4.4,154,https://m.media-amazon.com/images/I/717LoicbArL._AC_UY218_.jpg,300+ bought in past month,False,False,"FREE delivery Mon, May 12 Or fastest delivery Fri, May 9"
phones,"Mini Phone World's Smallest 3.0"" HD Touch Screen Mini Smartphone Unlocked Android Compact Mobile Phone for Students Cell Phone wih Quad-Core Dual SLM Face lD 2GB+16GB Pink",https://www.amazon.com/soyes-Smallest-Smartphone-Unlocked-Quad-Core/dp/B0DMDG2NLP/ref=sr_1_9?dib=eyJ2IjoiMSJ9.gv4bjneIp8E5hx8sGN6WUMXc7K-gB4K-h6vjcXbKtnvkMhXNzXQSlDXXKUoMy05sqrFlYzQfMtqnU4l8j-dMNu-OQr1A6ryf_Bf7-eZX532ycuYg7blYBakGn5_HzRIueEBJGwDxmwgbPIyiWQVeqaSwRoZNWtbrBXNBeGv_NJidMUVq6gTLBBJPRzwbVNhcaVxf1-ee2DrSw8lr8Fm5CYp4akg7-Q9Azh5mGswKJb0.dKe_C2krGgViXlZoV6Rq8woFopValvwPApnm9wG9oqY&dib_tag=se&keywords=phones&qid=1746659421&sr=8-9,B0DMDG2NLP,49.99,,USD,3.7,152,https://m.media-amazon.com/images/I/617X0RGuukL._AC_UY218_.jpg,300+ bought in past month,False,False,"FREE delivery Mon, May 12 Or fastest delivery Fri, May 9"
phones,"VTech CS6719-2 2-Handset Cordless Phone with Caller ID/Call Waiting, Handset Intercom & Backlit Display/Keypad, Silver",https://www.amazon.com/VTech-CS6719-2-2-Handset-Expandable-Cordless/dp/B00FRSYS12/ref=sr_1_10?dib=eyJ2IjoiMSJ9.gv4bjneIp8E5hx8sGN6WUMXc7K-gB4K-h6vjcXbKtnvkMhXNzXQSlDXXKUoMy05sqrFlYzQfMtqnU4l8j-dMNu-OQr1A6ryf_Bf7-eZX532ycuYg7blYBakGn5_HzRIueEBJGwDxmwgbPIyiWQVeqaSwRoZNWtbrBXNBeGv_NJidMUVq6gTLBBJPRzwbVNhcaVxf1-ee2DrSw8lr8Fm5CYp4akg7-Q9Azh5mGswKJb0.dKe_C2krGgViXlZoV6Rq8woFopValvwPApnm9wG9oqY&dib_tag=se&keywords=phones&qid=1746659421&sr=8-10,B00FRSYS12,38.95,,USD,4.3,65209,https://m.media-amazon.com/images/I/71HLNfFVCcL._AC_UY218_.jpg,2K+ bought in past month,False,False,"FREE delivery Mon, May 12 Or fastest delivery Fri, May 9"
phones,"Panasonic Cordless Phone with Advanced Call Block, Link2Cell Bluetooth, One-Ring Scam Alert, and 2-Way Recording with Answering Machine, 5 Handsets - KX-TGF975B (Black with Silver Trim)",https://www.amazon.com/Panasonic-Link2Cell-Bluetooth-Recording-Answering/dp/B0BTFHM2GZ/ref=sr_1_11?dib=eyJ2IjoiMSJ9.gv4bjneIp8E5hx8sGN6WUMXc7K-gB4K-h6vjcXbKtnvkMhXNzXQSlDXXKUoMy05sqrFlYzQfMtqnU4l8j-dMNu-OQr1A6ryf_Bf7-eZX532ycuYg7blYBakGn5_HzRIueEBJGwDxmwgbPIyiWQVeqaSwRoZNWtbrBXNBeGv_NJidMUVq6gTLBBJPRzwbVNhcaVxf1-ee2DrSw8lr8Fm5CYp4akg7-Q9Azh5mGswKJb0.dKe_C2krGgViXlZoV6Rq8woFopValvwPApnm9wG9oqY&dib_tag=se&keywords=phones&qid=1746659421&sr=8-11,B0BTFHM2GZ,159.99,179.99,USD,4.3,2036,https://m.media-amazon.com/images/I/71GFOQskU-L._AC_UY218_.jpg,1K+ bought in past month,False,False,"FREE delivery Mon, May 12 Or fastest delivery Fri, May 9"
phones,"Samsung Galaxy A03s Cell Phone, AT&T GSM Unlocked Android Smartphone, 32GB, Long Lasting Battery, Expandable Storage, 3 Camera Lenses, Infinite Display - Black (Renewed)",https://www.amazon.com/Samsung-Unlocked-Smartphone-Expandable-Infinite/dp/B09SM24S8C/ref=sr_1_12?dib=eyJ2IjoiMSJ9.gv4bjneIp8E5hx8sGN6WUMXc7K-gB4K-h6vjcXbKtnvkMhXNzXQSlDXXKUoMy05sqrFlYzQfMtqnU4l8j-dMNu-OQr1A6ryf_Bf7-eZX532ycuYg7blYBakGn5_HzRIueEBJGwDxmwgbPIyiWQVeqaSwRoZNWtbrBXNBeGv_NJidMUVq6gTLBBJPRzwbVNhcaVxf1-ee2DrSw8lr8Fm5CYp4akg7-Q9Azh5mGswKJb0.dKe_C2krGgViXlZoV6Rq8woFopValvwPApnm9wG9oqY&dib_tag=se&keywords=phones&qid=1746659421&sr=8-12,B09SM24S8C,74.97,,USD,3.9,1264,https://m.media-amazon.com/images/I/51m45B3Yy+L._AC_UY218_.jpg,1K+ bought in past month,False,False,"FREE delivery Mon, May 12 Or fastest delivery Fri, May 9"
phones,"Apple iPhone 12, 64GB, Black - Fully Unlocked (Renewed)",https://www.amazon.com/Apple-iPhone-12-64GB-Black/dp/B08PP5MSVB/ref=sr_1_13?dib=eyJ2IjoiMSJ9.gv4bjneIp8E5hx8sGN6WUMXc7K-gB4K-h6vjcXbKtnvkMhXNzXQSlDXXKUoMy05sqrFlYzQfMtqnU4l8j-dMNu-OQr1A6ryf_Bf7-eZX532ycuYg7blYBakGn5_HzRIueEBJGwDxmwgbPIyiWQVeqaSwRoZNWtbrBXNBeGv_NJidMUVq6gTLBBJPRzwbVNhcaVxf1-ee2DrSw8lr8Fm5CYp4akg7-Q9Azh5mGswKJb0.dKe_C2krGgViXlZoV6Rq8woFopValvwPApnm9wG9oqY&dib_tag=se&keywords=phones&qid=1746659421&sr=8-13,B08PP5MSVB,188.0,249.0,USD,4.1,30143,https://m.media-amazon.com/images/I/51fYXSnSu9L._AC_UY218_.jpg,3K+ bought in past month,False,False,"FREE delivery Tue, May 20 Or fastest delivery May 9 - 12"
phones,Moto G 5G | 2024 | Unlocked | Made for US 4/128GB | 50MP Camera | Sage Green,https://www.amazon.com/Moto-Unlocked-128GB-Camera-Green/dp/B0CWHXVLXG/ref=sr_1_14?dib=eyJ2IjoiMSJ9.gv4bjneIp8E5hx8sGN6WUMXc7K-gB4K-h6vjcXbKtnvkMhXNzXQSlDXXKUoMy05sqrFlYzQfMtqnU4l8j-dMNu-OQr1A6ryf_Bf7-eZX532ycuYg7blYBakGn5_HzRIueEBJGwDxmwgbPIyiWQVeqaSwRoZNWtbrBXNBeGv_NJidMUVq6gTLBBJPRzwbVNhcaVxf1-ee2DrSw8lr8Fm5CYp4akg7-Q9Azh5mGswKJb0.dKe_C2krGgViXlZoV6Rq8woFopValvwPApnm9wG9oqY&dib_tag=se&keywords=phones&qid=1746659421&sr=8-14,B0CWHXVLXG,169.99,,USD,4.2,1982,https://m.media-amazon.com/images/I/71Sbx9zQN3L._AC_UY218_.jpg,2K+ bought in past month,False,False,"FREE delivery Mon, May 12 Or fastest delivery Fri, May 9"
phones,"SAMSUNG Galaxy A05 (128GB, 4GB) 6.7"" Dual SIM GSM Unlocked Global 4G LTE A055M/DS (Light Green)",https://www.amazon.com/SAMSUNG-Galaxy-A05-Unlocked-Global/dp/B0CRSLXF34/ref=sr_1_15?dib=eyJ2IjoiMSJ9.gv4bjneIp8E5hx8sGN6WUMXc7K-gB4K-h6vjcXbKtnvkMhXNzXQSlDXXKUoMy05sqrFlYzQfMtqnU4l8j-dMNu-OQr1A6ryf_Bf7-eZX532ycuYg7blYBakGn5_HzRIueEBJGwDxmwgbPIyiWQVeqaSwRoZNWtbrBXNBeGv_NJidMUVq6gTLBBJPRzwbVNhcaVxf1-ee2DrSw8lr8Fm5CYp4akg7-Q9Azh5mGswKJb0.dKe_C2krGgViXlZoV6Rq8woFopValvwPApnm9wG9oqY&dib_tag=se&keywords=phones&qid=1746659421&sr=8-15,B0CRSLXF34,98.49,,USD,4.0,527,https://m.media-amazon.com/images/I/61nl8vSa8vL._AC_UY218_.jpg,500+ bought in past month,False,False,"FREE delivery Mon, May 12 Or fastest delivery Fri, May 9"
phones,BLU G44 | 2024 | All-Day Battery | Unlocked | 6.8” HD+ Infinity Display | 64GB | Triple 13MP Camera | US Warranty| Blue,https://www.amazon.com/BLU-All-Day-Unlocked-Infinity-Warranty/dp/B0DD8HL23R/ref=sr_1_16?dib=eyJ2IjoiMSJ9.gv4bjneIp8E5hx8sGN6WUMXc7K-gB4K-h6vjcXbKtnvkMhXNzXQSlDXXKUoMy05sqrFlYzQfMtqnU4l8j-dMNu-OQr1A6ryf_Bf7-eZX532ycuYg7blYBakGn5_HzRIueEBJGwDxmwgbPIyiWQVeqaSwRoZNWtbrBXNBeGv_NJidMUVq6gTLBBJPRzwbVNhcaVxf1-ee2DrSw8lr8Fm5CYp4akg7-Q9Azh5mGswKJb0.dKe_C2krGgViXlZoV6Rq8woFopValvwPApnm9wG9oqY&dib_tag=se&keywords=phones&qid=1746659421&sr=8-16,B0DD8HL23R,69.99,,USD,3.7,168,https://m.media-amazon.com/images/I/81DVyBtY9UL._AC_UY218_.jpg,1K+ bought in past month,False,False,"FREE delivery Mon, May 12 Or fastest delivery Fri, May 9"
phones,Moto G Stylus 5G | 2023 | Unlocked | Made for US 4/128GB | 50MP Camera | Cosmic Black,https://www.amazon.com/Stylus-Unlocked-128GB-Camera-Cosmic/dp/B0DKB1CPQY/ref=sr_1_17?dib=eyJ2IjoiMSJ9.6chvMjlQ1cP3pxXBfVHvXeF0OfcLzPKZtY9pKXiuiutmac9fEnWA4c1EBe-WWovY8KcGrgfZsWRf3gAGLeQGOWm-KbQMazvnQ41LJoyZZ8P6TiB8WhDuqRtVLySqLz6UU3WyLijLRulAF4LJrGQsNouetSqFVdnIyz-Wk6j2AJ-Zd4Ki5FhMcF-vJGtS7IltcFgGk0v-KgIZMymKYsDZ6NBNk2IN4JGoRsGnbTYSuxA.W-EYoM-uohcHTOo1TcTN6Yo3ei45-jlH5Cc4i36jX3o&dib_tag=se&keywords=phones&qid=1746659424&sr=8-17,B0DKB1CPQY,135.48,,USD,4.3,101,https://m.media-amazon.com/images/I/61bMho0P5fL._AC_UY218_.jpg,1K+ bought in past month,False,False,"FREE delivery Mon, May 12 Or fastest delivery Fri, May 9"
phones,Panasonic Expandable Cordless Phone System with Amber Backlit Display – 2 Handsets – KX-TGC352B (Black),https://www.amazon.com/PANASONIC-Expandable-Cordless-Backlit-Display/dp/B01KLNIT0S/ref=sr_1_18?dib=eyJ2IjoiMSJ9.6chvMjlQ1cP3pxXBfVHvXeF0OfcLzPKZtY9pKXiuiutmac9fEnWA4c1EBe-WWovY8KcGrgfZsWRf3gAGLeQGOWm-KbQMazvnQ41LJoyZZ8P6TiB8WhDuqRtVLySqLz6UU3WyLijLRulAF4LJrGQsNouetSqFVdnIyz-Wk6j2AJ-Zd4Ki5FhMcF-vJGtS7IltcFgGk0v-KgIZMymKYsDZ6NBNk2IN4JGoRsGnbTYSuxA.W-EYoM-uohcHTOo1TcTN6Yo3ei45-jlH5Cc4i36jX3o&dib_tag=se&keywords=phones&qid=1746659424&sr=8-18,B01KLNIT0S,34.49,49.99,USD,4.4,12567,https://m.media-amazon.com/images/I/81PAlx8pPAL._AC_UY218_.jpg,3K+ bought in past month,False,False,"FREE delivery Mon, May 12 on $35 of items shipped by AmazonOr fastest delivery Fri, May 9"
phones,"Samsung Galaxy S21 5G, US Version, 128GB, Phantom Gray - Unlocked (Renewed)",https://www.amazon.com/Samsung-Galaxy-S21-5G-Version/dp/B08VLMQ3KS/ref=sr_1_19?dib=eyJ2IjoiMSJ9.6chvMjlQ1cP3pxXBfVHvXeF0OfcLzPKZtY9pKXiuiutmac9fEnWA4c1EBe-WWovY8KcGrgfZsWRf3gAGLeQGOWm-KbQMazvnQ41LJoyZZ8P6TiB8WhDuqRtVLySqLz6UU3WyLijLRulAF4LJrGQsNouetSqFVdnIyz-Wk6j2AJ-Zd4Ki5FhMcF-vJGtS7IltcFgGk0v-KgIZMymKYsDZ6NBNk2IN4JGoRsGnbTYSuxA.W-EYoM-uohcHTOo1TcTN6Yo3ei45-jlH5Cc4i36jX3o&dib_tag=se&keywords=phones&qid=1746659424&sr=8-19,B08VLMQ3KS,183.15,299.88,USD,3.9,15221,https://m.media-amazon.com/images/I/61XyNdmvr6L._AC_UY218_.jpg,2K+ bought in past month,False,False,"FREE delivery Sat, May 10 Or fastest delivery Fri, May 9"
phones,Samsung Galaxy A10e 32GB A102U GSM Unlocked Phone - Black (Renewed),https://www.amazon.com/Samsung-Galaxy-A102U-Unlocked-Phone/dp/B084KS5WYC/ref=sr_1_20?dib=eyJ2IjoiMSJ9.6chvMjlQ1cP3pxXBfVHvXeF0OfcLzPKZtY9pKXiuiutmac9fEnWA4c1EBe-WWovY8KcGrgfZsWRf3gAGLeQGOWm-KbQMazvnQ41LJoyZZ8P6TiB8WhDuqRtVLySqLz6UU3WyLijLRulAF4LJrGQsNouetSqFVdnIyz-Wk6j2AJ-Zd4Ki5FhMcF-vJGtS7IltcFgGk0v-KgIZMymKYsDZ6NBNk2IN4JGoRsGnbTYSuxA.W-EYoM-uohcHTOo1TcTN6Yo3ei45-jlH5Cc4i36jX3o&dib_tag=se&keywords=phones&qid=1746659424&sr=8-20,B084KS5WYC,68.47,,USD,3.9,3789,https://m.media-amazon.com/images/I/71Eh6YWqqyL._AC_UY218_.jpg,1K+ bought in past month,False,False,"FREE delivery Mon, May 12"
phones,"SAMSUNG Galaxy S24 FE AI Phone, 128GB Unlocked Android Smartphone, High-Res 50MP Camera, Long Battery Life, Brighter Display Screen, US Version, 2024, US 1 Yr Manufacturer Warranty, Graphite",https://www.amazon.com/SAMSUNG-Unlocked-Smartphone-High-Res-Manufacturer/dp/B0DCLCPN9T/ref=sr_1_21?dib=eyJ2IjoiMSJ9.6chvMjlQ1cP3pxXBfVHvXeF0OfcLzPKZtY9pKXiuiutmac9fEnWA4c1EBe-WWovY8KcGrgfZsWRf3gAGLeQGOWm-KbQMazvnQ41LJoyZZ8P6TiB8WhDuqRtVLySqLz6UU3WyLijLRulAF4LJrGQsNouetSqFVdnIyz-Wk6j2AJ-Zd4Ki5FhMcF-vJGtS7IltcFgGk0v-KgIZMymKYsDZ6NBNk2IN4JGoRsGnbTYSuxA.W-EYoM-uohcHTOo1TcTN6Yo3ei45-jlH5Cc4i36jX3o&dib_tag=se&keywords=phones&qid=1746659424&sr=8-21,B0DCLCPN9T,562.45,649.99,USD,4.5,848,https://m.media-amazon.com/images/I/51SG-FYxj7L._AC_UY218_.jpg,1K+ bought in past month,False,False,"FREE delivery Mon, May 12 Or fastest delivery Fri, May 9"
phones,"SAMSUNG Galaxy A16 5G Dual SIM (128GB, 2025) 6.7"" 90Hz AMOLED, Water Resistant, 8Core, 50MP Camera (Factory Unlocked International Model for GSM, Global) A166M/DS (25W Fast Charger Bundle, Blue Black)",https://www.amazon.com/SAMSUNG-Resistant-Factory-Unlocked-International/dp/B0DT1KMCXP/ref=sr_1_22?dib=eyJ2IjoiMSJ9.6chvMjlQ1cP3pxXBfVHvXeF0OfcLzPKZtY9pKXiuiutmac9fEnWA4c1EBe-WWovY8KcGrgfZsWRf3gAGLeQGOWm-KbQMazvnQ41LJoyZZ8P6TiB8WhDuqRtVLySqLz6UU3WyLijLRulAF4LJrGQsNouetSqFVdnIyz-Wk6j2AJ-Zd4Ki5FhMcF-vJGtS7IltcFgGk0v-KgIZMymKYsDZ6NBNk2IN4JGoRsGnbTYSuxA.W-EYoM-uohcHTOo1TcTN6Yo3ei45-jlH5Cc4i36jX3o&dib_tag=se&keywords=phones&qid=1746659424&sr=8-22,B0DT1KMCXP,164.98,174.95,USD,4.0,54,https://m.media-amazon.com/images/I/51o7mBlrkfL._AC_UY218_.jpg,1K+ bought in past month,False,False,"FREE delivery Mon, May 12 Or fastest delivery Fri, May 9"
phones,"Apple iPhone SE 2nd Generation, US Version, 64GB, Black - Unlocked (Renewed)",https://www.amazon.com/Apple-iPhone-SE-64GB-Black/dp/B088NQXD8T/ref=sr_1_23?dib=eyJ2IjoiMSJ9.6chvMjlQ1cP3pxXBfVHvXeF0OfcLzPKZtY9pKXiuiutmac9fEnWA4c1EBe-WWovY8KcGrgfZsWRf3gAGLeQGOWm-KbQMazvnQ41LJoyZZ8P6TiB8WhDuqRtVLySqLz6UU3WyLijLRulAF4LJrGQsNouetSqFVdnIyz-Wk6j2AJ-Zd4Ki5FhMcF-vJGtS7IltcFgGk0v-KgIZMymKYsDZ6NBNk2IN4JGoRsGnbTYSuxA.W-EYoM-uohcHTOo1TcTN6Yo3ei45-jlH5Cc4i36jX3o&dib_tag=se&keywords=phones&qid=1746659424&sr=8-23,B088NQXD8T,100.0,115.0,USD,4.2,20568,https://m.media-amazon.com/images/I/71Ta1OO00fL._AC_UY218_.jpg,1K+ bought in past month,False,False,"FREE delivery Sat, May 10 Or fastest delivery Fri, May 9"
phones,"AT&T TRIMLINE 213 Corded Home Phone with Extra Big Buttons & Visual Ringer. No AC Power Required, Improved Easy-Wall-Mount, Lighted Keypad, 10 Speed Dial Keys, Volume Control, Senior Friendly. White",https://www.amazon.com/AT-TRIMLINE-213-Easy-Wall-Mount-Friendly/dp/B01H1E3EAA/ref=sr_1_24?dib=eyJ2IjoiMSJ9.6chvMjlQ1cP3pxXBfVHvXeF0OfcLzPKZtY9pKXiuiutmac9fEnWA4c1EBe-WWovY8KcGrgfZsWRf3gAGLeQGOWm-KbQMazvnQ41LJoyZZ8P6TiB8WhDuqRtVLySqLz6UU3WyLijLRulAF4LJrGQsNouetSqFVdnIyz-Wk6j2AJ-Zd4Ki5FhMcF-vJGtS7IltcFgGk0v-KgIZMymKYsDZ6NBNk2IN4JGoRsGnbTYSuxA.W-EYoM-uohcHTOo1TcTN6Yo3ei45-jlH5Cc4i36jX3o&dib_tag=se&keywords=phones&qid=1746659424&sr=8-24,B01H1E3EAA,19.41,,USD,4.2,615,https://m.media-amazon.com/images/I/71ghdMRVcbL._AC_UY218_.jpg,900+ bought in past month,False,False,"FREE delivery Mon, May 12 on $35 of items shipped by AmazonOr fastest delivery Fri, May 9"
phones,"SAMSUNG Galaxy S25 Ultra Cell Phone, 512GB,AI Smartphone, Unlocked Android, AI Camera, Fast Processor, Long Battery Life, 2025, US 1 Yr Manufacturer Warranty, Titanium Silverblue",https://www.amazon.com/Smartphone-Unlocked-Processor-Manufacturer-Silverblue/dp/B0DP3F8GK1/ref=sr_1_25?dib=eyJ2IjoiMSJ9.6chvMjlQ1cP3pxXBfVHvXeF0OfcLzPKZtY9pKXiuiutmac9fEnWA4c1EBe-WWovY8KcGrgfZsWRf3gAGLeQGOWm-KbQMazvnQ41LJoyZZ8P6TiB8WhDuqRtVLySqLz6UU3WyLijLRulAF4LJrGQsNouetSqFVdnIyz-Wk6j2AJ-Zd4Ki5FhMcF-vJGtS7IltcFgGk0v-KgIZMymKYsDZ6NBNk2IN4JGoRsGnbTYSuxA.W-EYoM-uohcHTOo1TcTN6Yo3ei45-jlH5Cc4i36jX3o&dib_tag=se&keywords=phones&qid=1746659424&sr=8-25,B0DP3F8GK1,0.0,,USD,4.5,755,https://m.media-amazon.com/images/I/71yUVEekQWL._AC_UY218_.jpg,500+ bought in past month,False,False,"FREE delivery Mon, May 12 Or fastest delivery Fri, May 9"
phones,BLU C5L MAX | 2024 | All-Day Battery | GSM Unlocked | 5.7” Display | 16/2GB |US Version | US Warranty | Black,https://www.amazon.com/BLU-All-Day-Battery-Unlocked-Warranty/dp/B0CP4FMLBT/ref=sr_1_26?dib=eyJ2IjoiMSJ9.6chvMjlQ1cP3pxXBfVHvXeF0OfcLzPKZtY9pKXiuiutmac9fEnWA4c1EBe-WWovY8KcGrgfZsWRf3gAGLeQGOWm-KbQMazvnQ41LJoyZZ8P6TiB8WhDuqRtVLySqLz6UU3WyLijLRulAF4LJrGQsNouetSqFVdnIyz-Wk6j2AJ-Zd4Ki5FhMcF-vJGtS7IltcFgGk0v-KgIZMymKYsDZ6NBNk2IN4JGoRsGnbTYSuxA.W-EYoM-uohcHTOo1TcTN6Yo3ei45-jlH5Cc4i36jX3o&dib_tag=se&keywords=phones&qid=1746659424&sr=8-26,B0CP4FMLBT,49.9,,USD,3.6,377,https://m.media-amazon.com/images/I/81No0c60jdL._AC_UY218_.jpg,500+ bought in past month,False,False,"FREE delivery Mon, May 12 Or fastest delivery Fri, May 9"
